20210.30731,20285.71612,20580,21456.54655
20210.30731,20285.71612,20570,21430.4568
20210.30731,20285.71612,20560,21430.4568
20210.30731,20285.71612,20550,21460.25171
20210.30731,20285.71612,20540,21447.27107
20210.30731,20285.71612,20530,21430.17807
20210.30731,20285.71612,20520,21491.05944
20210.30731,20285.71612,20510,21483.92714
20210.30731,20285.71612,20500,21482.52006
20210.30731,20285.71612,20490,21436.33591
20210.30731,20285.71612,20480,21499.85073
20210.30731,20285.71612,20470,21500.21645
20210.30731,20285.71612,20460,21500.21645
20210.30731,20285.71612,20450,21500.21645
20210.30731,20285.71612,20440,21500.21645
20210.30731,20285.71612,20430,21500.21645
20210.30731,20285.71612,20420,21600.21645
20210.30731,20285.71612,20410,21600.21645
20210.30731,20285.71612,20400,21600.21645
20210.30731,20285.71612,20390,21600.21645
20210.30731,20285.71612,20380,21600.21645
20210.30731,20285.71612,20370,21600.21645
20210.30731,20285.71612,20360,21600.21645
20210.30731,20285.71612,20350,21600.21645
20210.30731,20285.71612,20340,21600.21645
